	NPK1	NPK2	NPK3	NPK4	NPK5	NPK6	NPKM1	NPKM2	NPKM3	NPKM4	NPKM5	NPKM6
B560	0	0.000767173	0.00055226	0.002886534	0	0	0.021494393	0.01101665	0.031398049	0.0913408	0.058427466	0.028352006
B563	0.000715073	0	0	0	0	0	0.035823988	0.086559473	0.06907574	0.055922929	0.106421527	0.066154681
B564	0	0	0.002760017	0.002886534	0.00077108	0	0.302712845	0.365123682	0.341192395	0.576006248	0.400645685	0.206024462
B573	1.295674299	0.68928794	0.656808118	0.629140851	0.559479294	0.88394949	0	0.003147632	0.016745632	0.005592282	0.004175815	0.032132252
B575	0	0	0	0	0	0	0.068065629	0.138495182	0.066982567	0.089476694	0.014608099	0.077495454
B579	0.015722468	0.028368905	0.0237334	0.033669616	0.019265811	0.031632373	0.023285601	0.045640445	0.050236895	0.054058859	0.04799402	0.017011196
B580	0.007861653	0.012267648	0.004967457	0.016353811	0.031595928	0.023724293	0.019703185	0.026754747	0.033491263	0.048466541	0.041733945	0.058594117
B581	0.000715073	0	0	0	0	0	0.055527207	0.050361892	0.081634984	0.113709965	0.070947658	0.035912534
B587	2.318349385	2.8974629	2.315938562	4.26738349	3.591918767	3.670235618	9.957281962	8.490699036	11.62147356	9.695173134	11.48517572	10.27098151
B588	0.013578499	0.008434009	0.037531897	0.006733916	0.034678472	0.030753709	0.016120803	0.001574723	0.00209442	0.009320494	0.006261318	0.00189123
B590	0.458095537	0.647884657	0.602718035	0.866752149	0.727477232	0.653736015	3.931684463	3.665400923	3.887081474	2.852069757	3.785266853	3.905014318
B591	0.002858629	0.013801095	0.013798486	0.029821661	0.020036462	0.030753709	0.055527207	0.040919028	0.029304875	0.054058823	0.022953678	0.037802639
B592	0.002143969	0	0	0.002886534	0.003853165	0	0.770216103	0.566571192	0.625868252	0.620744613	0.444466255	0.525456911
B594	0.004287937	0.005367101	0.002208075	0.008657902	0.005394422	0.012301487	0.010748246	0.009442864	0.035584477	0.018640988	0.045907315	0.024571724
B596	0.15508071	0.176347307	0.104316582	0.166424093	0.135631344	0.172220783	0.111054414	0.14636423	0.299328275	0.091340764	0.202409528	0.170111928
B598	2.344791723	1.313404061	0.898005723	1.82200729	1.626034886	1.680909924	8.578057788	8.452927609	10.23786513	10.29354858	11.83991405	9.902405647
B600	0	0	0	0.000962548	0	0	0.046571202	0.017311883	0.018840052	0.055922929	0.010433486	0.020791442
B601	0.002143969	0.001533462	0	0.000962548	0.00077108	0	0.012538422	0.039345243	0.031398049	0.011184564	0.056340801	0.02835197
B602	0.00357329	0.001533462	0.00110452	0.000962548	0.00077108	0	0.807831265	0.390304613	0.422827379	0.680395719	0.477853458	0.359125229
B603	0	0	0.00055226	0	0	0	0.037615196	0.034623795	0.020932019	0.024233271	0.052167391	0.028352006
B606	0.026442338	0.039103092	0.022629527	0.064453252	0.040072894	0.026360319	0.003582416	0.003149445	0.008374022	0.00186518	0.006261318	0.005671512
B609	0	0	0	0	0.001541272	0.000879188	0.064483213	0.072395222	0.054423323	0.063379318	0.116854973	0.030242111
B613	0.00357329	0	0	0	0	0.002636027	0.023285601	0.011017587	0.014652418	0.042874223	0.020866972	0.017011196
B614	0	0	0	0	0.00077108	0	0.010747214	0.004721417	0.00209442	0.029825553	0.010433486	0.013230914
B617	0	0	0	0	0	0	0.032241606	0.034623795	0.062796139	0.055922929	0.031300418	0.083165841
B620	0.022154387	0.037569645	0.028700867	0.035593602	0.06242125	0.028117665	0.096724785	0.114888066	0.117219502	0.098797188	0.110594897	0.049143448
B621	0	0	0	0	0.00077108	0	0.19703202	0.390304613	0.27002344	0.130486847	0.331784692	0.189013265
B622	0	0	0	0	0	0	0.016120803	0.040919028	0.064889353	0.014912812	0.039647239	0.049143485
B624	0.01786645	0.006900547	0.036979955	0.020201766	0.010018224	0.034268417	0	0	0	0.00186518	0	0
B627	0.032874257	0	0.00055226	0	0	0	0.007164832	0.009442864	0.006279602	0.0111846	0.020866972	0.003780282
B629	0.00571767	0.005367086	0.001656144	0.01346785	0.004623786	0.005272071	0.04836241	0.036197611	0.054423323	0.037281941	0.045907315	0.043473062
B632	0.012863839	0.040636553	0.039739644	0.050023427	0.027742778	0.055356683	0.00537359	0.007869049	0.025118488	0.009320494	0.018780267	0.013230914
B637	0.002143969	0.002300178	0.00110452	0.002886534	0	0	0.01432963	0.012590496	0.014653664	0.005592282	0.016693562	0.009450669
B638	0.004287951	0.00306735	0.002208075	0.000962548	0.006935694	0.003514725	0.00358448	0.001574723	0.016745672	0.0111846	0.008346821	0.01134081
B639	0.012149192	0.014567825	0.009934914	0.004809948	0.011559481	0.012301487	0.026868017	0.017311883	0.033491263	0.037281977	0.033387164	0.024571724
B640	0	0	0	0	0	0	0.390481624	0.003147632	0.041864119	0.879854201	0.004173411	0.045363203
B641	0.138643582	0.168680029	0.118115079	0.135640457	0.245061182	0.270632644	0.007164798	0.009442834	0.043957293	0.016777956	0.04382061	0.037802639
B642	0.01929617	0.005367542	0.003311631	0.017315805	0.005394881	0.008787285	0.062692005	0.051935708	0.10047383	0.16963293	0.081381144	0.094506651
B643	0.247986196	0.218517307	0.089966154	0.386719605	0.191116899	0.237242908	0.12001042	0.204595171	0.25955741	0.260973694	0.231623281	0.207914603
B646	0.002143969	0.005367101	0.001655815	0.006734489	0.008476966	0.016694876	0	0	0	0.00186518	0	0
B652	0.000715073	0	0	0	0	0	0.003582416	0.012590466	0.016745632	0.014912776	0.020866972	0.017012285
B654	4.589531367	6.997154388	4.454152563	8.292345752	6.776172866	6.528573287	11.65713096	10.09283652	11.60682114	12.32541524	13.79932179	13.41427234
B656	0	0	0	0	0	0	0.019703185	0.018885698	0.01046603	0.018640988	0.037560534	0.013230914
B661	0	0	0	0	0.003082529	0	0.042988786	0.047214261	0.07954177	0.048466541	0.041733905	0.05292373
B663	0	0.000767173	0	0	0.00077108	0	0.017911977	0.02203333	0.031398049	0.0111846	0.035473869	0.013230951
B667	0	0	0.001103884	0	0.001541272	0.000879188	0.02865919	0.025181868	0.048143721	0.039146047	0.04799402	0.047253344
