	NPK1	NPK2	NPK3	NPK4	NPK5	NPK6	NPKM1	NPKM2	NPKM3	NPKM4	NPKM5	NPKM6	genus	group
B467	0.005002612	0.00306735	0.006071659	0.004810502	0.003082544	0.003515214	0.150460818	0.185709473	0.278396256	0.164040612	0.22744991	0.219255412	Reyranella	B
B468	0.000715073	0	0	0	0	0	0.007164832	0.009443771	0.014652418	0.007457462	0.029213713	0.007561617	Rhizobacter	B
B471	0.010005209	0.003833639	0.002759699	0.005771941	0.009247588	0.000879188	0	0	0	0	0	0	Rhizomicrobium	B
B473	0.018581097	0.01916818	0.008279088	0.023087727	0.023118991	0.00966546	0.659161689	0.218759422	0.412361349	0.507034612	0.329697987	0.347784419	Rhodanobacter	B
B475	0	0	0	0.000962548	0.001541272	0.000879188	0.051944791	0.018885729	0.020932019	0.104389471	0.016693562	0.028352006	Rhodococcus	B
B478	0.011434517	0.006133817	0.003311641	0.007695909	0.008476952	0.001757363	0.008956006	0.014165188	0.046050507	0.033553765	0.037560534	0.032132252	Rhodopila	B
B479	0.06146055	0.070538935	0.081135124	0.069263218	0.107888566	0.111592029	0.300921637	0.300597509	0.491903159	0.439927119	0.454899781	0.472533217	Rhodoplanes	B
B484	0	0	0	0	0.002311893	0.000879188	0.093142403	0.116461852	0.115126247	0.186409777	0.154415547	0.069934927	Romboutsia	B
B487	0.027156999	0.02376855	0.037531897	0.018277798	0.040072894	0.05359932	0.00179224	0	0.00418884	0.00186518	0	0	Roseiarcus	B
B489	0.004287951	0.003066923	0.006071341	0.007695909	0.004623786	0.007908098	0.016120803	0.006295263	0.023025233	0.01304867	0.012521394	0.015121055	Roseisolibacter	B
B493	0.002143969	0	0	0	0	0.002636027	0.044779994	0.029902378	0.043957293	0.024233271	0.045907315	0.028352006	Rubrobacter	B
B496	0.000715073	0.000767173	0	0.002885961	0.003082529	0	0.229273661	0.229776102	0.341192395	0.173361106	0.27127048	0.154990872	Rugosimonospora_sp._260305	B
B504	0	0	0	0	0	0	0.012539454	0.029902378	0.031398049	0.013048706	0.029213713	0.007560528	Sandaracinus	B
B510	0	0	0.00055226	0	0	0	0.019703219	0.011017587	0.02093206	0.0223692	0.004173411	0.013230951	Shinella	B
B515	0.033588904	0.053670917	0.031460567	0.0961989	0.083228333	0.072930223	0.170164003	0.11331425	0.173735998	0.164040612	0.185715966	0.264618615	Singulisphaera	B
B517	0.005002598	0.006900547	0.007175214	0.018277779	0.012330117	0.008786779	0	0.001574723	0.00209442	0	0.002087908	0.007560564	Sinomonas	B
B519	0.000715073	0	0	0.000962548	0	0	0.021494393	0.062952358	0.10047387	0.145399624	0.04799402	0.060484258	Skermanella	B
B520	0	0	0	0	0	0	0.0770216	0.070821376	0.106753472	0.061515212	0.08764122	0.062374399	SM1A02	B
B523	0.001430145	0.000767173	0.001103884	0.003847973	0	0.001758375	0.164790414	0.261252266	0.295141888	0.411965636	0.467419932	0.334553505	Solirubrobacter	B
B526	0	0	0	0	0	0	0.007164798	0.034623795	0.016745632	0.016776882	0.031300459	0.007561617	Sorangium	B
B532	0.094334821	0.124976567	0.118115069	0.105818796	0.1957407	0.222305394	3.342379611	1.076485288	4.242926326	2.999333523	2.441434523	4.114819061	Sphingomonas	B
B533	0.000715073	0	0	0	0	0	0.00537359	0.067673805	0.008372816	0.018640953	0.058427466	0.018901337	Sphingopyxis	B
B539	0.002144394	0.005367542	0.007175214	0.006734489	0.003082529	0.009665443	0	0	0.00209442	0	0	0	Sporosarcina	B
B541	0	0	0.00055226	0	0	0	0.087768814	0.036197581	0.025118447	0.054058823	0.029213753	0.03969278	Stenotrophobacter	B
B543	0.006431919	0	0.001655815	0	0	0	0.057318415	0.064526174	0.075355382	0.083884412	0.068860993	0.037802639	Steroidobacter	B
B546	0.213682645	0.049070562	0.078927367	0.078883095	0.07398073	0.1168641	0.44242645	0.558702143	0.412361349	0.609560013	0.792944549	0.309981781	Streptomyces	B
B549	0	0	0	0	0	0	0.039406404	0.047214291	0.046050507	0.044738365	0.060514172	0.043473062	Subgroup_10	B
B552	0	0	0	0	0	0	0.008957038	0.017311883	0.018838846	0.009321568	0.022953678	0.022681619	Sumerlaea	B
B553	0.000715073	0	0.00055226	0	0	0	0.012539454	0.018886635	0.041864119	0.01304867	0.029214956	0.026461865	SWB02	B
B554	0.005003023	0.011500917	0.003311641	0.009619896	0.013100753	0.005272577	0	0	0	0	0	0	Syntrophaceticus	B
B556	0	0	0	0	0	0	0.005374656	0.028328563	0.00418884	0.00186518	0.029213753	0.00189123	Tahibacter	B
B558	0	0	0	0	0	0	0.046571202	0.015738097	0.016745632	0.027961447	0.020866972	0.034022393	Tellurimicrobium	B
B560	0	0.000767173	0.00055226	0.002886534	0	0	0.021494393	0.01101665	0.031398049	0.0913408	0.058427466	0.028352006	Terrabacter	B
B563	0.000715073	0	0	0	0	0	0.035823988	0.086559473	0.06907574	0.055922929	0.106421527	0.066154681	Terrimonas	B
B564	0	0	0.002760017	0.002886534	0.00077108	0	0.302712845	0.365123682	0.341192395	0.576006248	0.400645685	0.206024462	Terrisporobacter	B
B573	1.295674299	0.68928794	0.656808118	0.629140851	0.559479294	0.88394949	0	0.003147632	0.016745632	0.005592282	0.004175815	0.032132252	Thermosporothrix	B
B575	0	0	0	0	0	0	0.068065629	0.138495182	0.066982567	0.089476694	0.014608099	0.077495454	TM7	B
B579	0.015722468	0.028368905	0.0237334	0.033669616	0.019265811	0.031632373	0.023285601	0.045640445	0.050236895	0.054058859	0.04799402	0.017011196	Tumebacillus	B
B580	0.007861653	0.012267648	0.004967457	0.016353811	0.031595928	0.023724293	0.019703185	0.026754747	0.033491263	0.048466541	0.041733945	0.058594117	Tundrisphaera	B
B581	0.000715073	0	0	0	0	0	0.055527207	0.050361892	0.081634984	0.113709965	0.070947658	0.035912534	Turicibacter	B
B587	2.318349385	2.8974629	2.315938562	4.26738349	3.591918767	3.670235618	9.957281962	8.490699036	11.62147356	9.695173134	11.48517572	10.27098151	uncultured	B
B588	0.013578499	0.008434009	0.037531897	0.006733916	0.034678472	0.030753709	0.016120803	0.001574723	0.00209442	0.009320494	0.006261318	0.00189123	uncultured_Acetobacteraceae_bacterium	B
B590	0.458095537	0.647884657	0.602718035	0.866752149	0.727477232	0.653736015	3.931684463	3.665400923	3.887081474	2.852069757	3.785266853	3.905014318	uncultured_Acidobacteria_bacterium	B
B591	0.002858629	0.013801095	0.013798486	0.029821661	0.020036462	0.030753709	0.055527207	0.040919028	0.029304875	0.054058823	0.022953678	0.037802639	uncultured_Acidobacteriaceae_bacterium	B
B592	0.002143969	0	0	0.002886534	0.003853165	0	0.770216103	0.566571192	0.625868252	0.620744613	0.444466255	0.525456911	uncultured_Acidobacteriales_bacterium	B
B594	0.004287937	0.005367101	0.002208075	0.008657902	0.005394422	0.012301487	0.010748246	0.009442864	0.035584477	0.018640988	0.045907315	0.024571724	uncultured_actinobacterium	B
B596	0.15508071	0.176347307	0.104316582	0.166424093	0.135631344	0.172220783	0.111054414	0.14636423	0.299328275	0.091340764	0.202409528	0.170111928	uncultured_Alphaproteobacteria_bacterium	B
B598	2.344791723	1.313404061	0.898005723	1.82200729	1.626034886	1.680909924	8.578057788	8.452927609	10.23786513	10.29354858	11.83991405	9.902405647	uncultured_bacterium	B
B600	0	0	0	0.000962548	0	0	0.046571202	0.017311883	0.018840052	0.055922929	0.010433486	0.020791442	uncultured_bacterium_gp6	B
B601	0.002143969	0.001533462	0	0.000962548	0.00077108	0	0.012538422	0.039345243	0.031398049	0.011184564	0.056340801	0.02835197	uncultured_Bacteroidetes_bacterium	B
B602	0.00357329	0.001533462	0.00110452	0.000962548	0.00077108	0	0.807831265	0.390304613	0.422827379	0.680395719	0.477853458	0.359125229	uncultured_beta_proteobacterium	B
B603	0	0	0.00055226	0	0	0	0.037615196	0.034623795	0.020932019	0.024233271	0.052167391	0.028352006	uncultured_Caldilineaceae_bacterium	B
B606	0.026442338	0.039103092	0.022629527	0.064453252	0.040072894	0.026360319	0.003582416	0.003149445	0.008374022	0.00186518	0.006261318	0.005671512	uncultured_Candidatus_Saccharibacteria_bacterium	B
B609	0	0	0	0	0.001541272	0.000879188	0.064483213	0.072395222	0.054423323	0.063379318	0.116854973	0.030242111	uncultured_Chloroflexi_bacterium	B
B613	0.00357329	0	0	0	0	0.002636027	0.023285601	0.011017587	0.014652418	0.042874223	0.020866972	0.017011196	uncultured_Conexibacteraceae_bacterium	B
B614	0	0	0	0	0.00077108	0	0.010747214	0.004721417	0.00209442	0.029825553	0.010433486	0.013230914	uncultured_cyanobacterium	B
B617	0	0	0	0	0	0	0.032241606	0.034623795	0.062796139	0.055922929	0.031300418	0.083165841	uncultured_Desulforegula_sp.	B
B620	0.022154387	0.037569645	0.028700867	0.035593602	0.06242125	0.028117665	0.096724785	0.114888066	0.117219502	0.098797188	0.110594897	0.049143448	uncultured_forest_soil_bacterium	B
B621	0	0	0	0	0.00077108	0	0.19703202	0.390304613	0.27002344	0.130486847	0.331784692	0.189013265	uncultured_Holophagae_bacterium	B
B622	0	0	0	0	0	0	0.016120803	0.040919028	0.064889353	0.014912812	0.039647239	0.049143485	uncultured_Hyphomicrobiaceae_bacterium	B
B624	0.01786645	0.006900547	0.036979955	0.020201766	0.010018224	0.034268417	0	0	0	0.00186518	0	0	uncultured_Ktedonobacterales_bacterium	B
B627	0.032874257	0	0.00055226	0	0	0	0.007164832	0.009442864	0.006279602	0.0111846	0.020866972	0.003780282	uncultured_Mollicutes_bacterium	B
B629	0.00571767	0.005367086	0.001656144	0.01346785	0.004623786	0.005272071	0.04836241	0.036197611	0.054423323	0.037281941	0.045907315	0.043473062	uncultured_organism	B
B632	0.012863839	0.040636553	0.039739644	0.050023427	0.027742778	0.055356683	0.00537359	0.007869049	0.025118488	0.009320494	0.018780267	0.013230914	uncultured_planctomycete	B
B637	0.002143969	0.002300178	0.00110452	0.002886534	0	0	0.01432963	0.012590496	0.014653664	0.005592282	0.016693562	0.009450669	uncultured_Rhizomicrobium_sp.	B
B638	0.004287951	0.00306735	0.002208075	0.000962548	0.006935694	0.003514725	0.00358448	0.001574723	0.016745672	0.0111846	0.008346821	0.01134081	uncultured_Rhodospirillaceae_bacterium	B
B639	0.012149192	0.014567825	0.009934914	0.004809948	0.011559481	0.012301487	0.026868017	0.017311883	0.033491263	0.037281977	0.033387164	0.024571724	uncultured_Rhodospirillales_bacterium	B
B640	0	0	0	0	0	0	0.390481624	0.003147632	0.041864119	0.879854201	0.004173411	0.045363203	uncultured_Rubrobacteraceae_bacterium	B
B641	0.138643582	0.168680029	0.118115079	0.135640457	0.245061182	0.270632644	0.007164798	0.009442834	0.043957293	0.016777956	0.04382061	0.037802639	uncultured_Rubrobacterales_bacterium	B
B642	0.01929617	0.005367542	0.003311631	0.017315805	0.005394881	0.008787285	0.062692005	0.051935708	0.10047383	0.16963293	0.081381144	0.094506651	uncultured_Rubrobacteria_bacterium	B
B643	0.247986196	0.218517307	0.089966154	0.386719605	0.191116899	0.237242908	0.12001042	0.204595171	0.25955741	0.260973694	0.231623281	0.207914603	uncultured_soil_bacterium	B
B646	0.002143969	0.005367101	0.001655815	0.006734489	0.008476966	0.016694876	0	0	0	0.00186518	0	0	uncultured_Sphaerobacter_sp.	B
B652	0.000715073	0	0	0	0	0	0.003582416	0.012590466	0.016745632	0.014912776	0.020866972	0.017012285	uncultured_Verrucomicrobia_bacterium	B
B654	4.589531367	6.997154388	4.454152563	8.292345752	6.776172866	6.528573287	11.65713096	10.09283652	11.60682114	12.32541524	13.79932179	13.41427234	unidentified	B
B656	0	0	0	0	0	0	0.019703185	0.018885698	0.01046603	0.018640988	0.037560534	0.013230914	Ureibacillus	B
B661	0	0	0	0	0.003082529	0	0.042988786	0.047214261	0.07954177	0.048466541	0.041733905	0.05292373	Vicinamibacter	B
B663	0	0.000767173	0	0	0.00077108	0	0.017911977	0.02203333	0.031398049	0.0111846	0.035473869	0.013230951	Vulgatibacter	B
B667	0	0	0.001103884	0	0.001541272	0.000879188	0.02865919	0.025181868	0.048143721	0.039146047	0.04799402	0.047253344	YC-ZSS-LKJ147	B
